"RandomForest","SVM","Logistic","KNN","NaiveBayes"
0.892125625853436,0.895615232893339,0.896070399028979,0.89182218176301,0.887270520406615
0.8987706784034,0.898315374108362,0.899681286993474,0.893762331157991,0.88738807102747
0.891805766312595,0.894688922610015,0.893474962063733,0.889529590288316,0.887405159332322
0.897875569044006,0.896206373292868,0.898634294385433,0.893019726858877,0.887405159332322
0.898801395842816,0.899408284023669,0.901987558792293,0.894249734486421,0.887270520406615
